,scores,common_scores,info,link
"Сыр ""Золото Европы"" Гауда","[59, 65, 33, 78]",[59],"Сыр ""Золото Европы"" Гауда соответствует требованиям безопасности по проверенным микробиологическим и физико-химическим показателям.Недостоверная маркировка содержания жира: его меньше на 34%. Вероятно использование добавленных фосфатов, не указанных в составе.Сыр изготовлен по ТУ, требования которых экспертам не известны. Соответствует стандарту на аналогичный вид продукции по органолептическим показателям. Не соответствует стандарту на аналогичный вид продукции по физико-химическим показателям: активная кислотность завышена, массовая доля влаги завышена. Жирно-кислотный состав образца соответствует молочному жиру.Сыр имеет хорошие органолептические свойства. Не содержит немолочного жира.",https://roscontrol.com//product/sir-zoloto-evropi-gauda/
Сыр Mont Blu с голубой плесенью,"[67, 75, 29, 77]",[62],"Сыр с голубой плесенью Mont Blu по проверенным микробиологическим и физико-химическим показателям соответствует требованиям безопасности.Фактов недостоверной маркировки не выявлено за исключением недостоверной информации в части указания показателей пищевой ценности: жира больше на 28% , содержание углеводов в 2 раза меньше, чем указано в маркировке. Массовая доля жира в сухом веществе выше, заявленной на этикетке на 28%.Выработан по ТУ, требования которых экспертам не известны. Жировая фаза продукта соответствует молочному жиру.Небольшой недостаток — консистенция слегка крошливая. Продукт имеет хорошие органолептические свойства. Имеет достоверную информацию о составе. Содержит только молочный жир. Консервантов сорбиновой и бензойной кислот не выявлено.",https://roscontrol.com//product/sir-mont-blu-s-goluboy-plesenyu/
Сыр Schonfeld с голубой плесенью,"[57, 65, 29, 62]",[53],"Сыр с голубой плесенью Schonfeld по проверенным микробиологическим и физико-химическим показателям соответствует требованиям безопасности.Не соответствует наименованию ""мягкий сыр"" по массовой доле влаги. По содержанию влаги сыр можно идентифицировать как полутвердый согласно техническому регламенту ТР ТС 033/2013 прил 1. Жирнокислотный состав жировой фазы продукта соответствует молочному жиру только с учетом погрешностей метода изменения по масляной, лауриновой и бегеновой кислоте). Имеет недостоверную информацию в части указания показателей пищевой ценности: белка на 15% больше, а жира больше на 19%, содержание углеводов в 2 раза ниже заявленного количества, массовая доля жира в сухом веществе соответствует заявленной. ТД, в соответствии с которой выработан образец, экспертам не известна. Продукт импортный, страна происхождения сыра — Аргентина. По массовой доле влаги (40%) не соответствует идентификационным критериям мягкого сыра (не менее 55%). По содержанию влаги соответствует полутвердому сыру. Небольшой недостаток — консистенция слегка крошливая. Продукт имеет хорошие органолептические свойства. Имеет достоверную информацию о составе. Консервантов сорбиновой и бензойной кислот не выявлено.",https://roscontrol.com//product/sir-schonfeld-s-goluboy-plesenyu/
Сыр GrandBlu с голубой плесенью,"[64, 75, 29, 67]",[59],"Сыр с голубой плесенью GrandBlu по проверенным микробиологическим и физико-химическим показателям соответствует требованиям безопасности.Фактов недостоверной маркировки не выявлено за исключением недостоверной информации в части указания показателей пищевой ценности: белка на 19% больше, а жира больше на 26 % , содержание углеводов составляет 1,33%, в маркировке углеводы — 0г. Массовая доля жира в сухом веществе выше, заявленной на этикетке на 15,5%.Выработан по ТУ, требования которых экспертам не известны. По консистенции и внешнему виду образец в целом соответствует общепринятым понятиям сливочного сыра GrandBlu. Жировая фаза продукта соответствует молочному жируНедостатки: не отмечено сливочного вкуса, слегка крошливая консистенция.Продукт имеет хорошие органолептические свойства. Имеет достоверную информацию о составе. Содержит только молочный жир. Консервантов сорбиновой и бензойной кислот не выявлено. ",https://roscontrol.com//product/sir-grandblu-s-goluboy-plesenyu/
Сыр Champignon Dorblu с голубой плесенью,"[64, 85, 28, 83]",[65],"Сыр с голубой плесенью Champignon DORBLU по проверенным микробиологическим и физико-химическим показателям соответствует требованиям безопасности.Фактов недостоверной маркировки не выявлено за исключением недостоверной информации в части указания показателей пищевой ценности: жира больше на 22 %, содержание углеводов составляет 2,6%, в маркировке углеводы — 0г. Массовая доля жира в сухом веществе выше заявленной на этикетке на 23%.Выработан по ТУ, требования которых экспертам не известны. Имеет хорошие органолептические свойства. В целом соответствует общепринятым представлениям о сыре с голубой плесенью ""Дорблю"". Жировая фаза продукта соответствует молочному жиру. Небольшой недостаток — консистенция слегка крошливая. Продукт имеет хорошие органолептические свойства. Имеет достоверную информацию о составе. Содержит только молочный жир. Консервантов сорбиновой и бензойной кислот не выявлено.",https://roscontrol.com//product/sir-champignon-dorblu-s-goluboy-plesenyu/
"Сыр ""О'Кей"" ""Российский"", 50%","[72, 55, 31, 44]",[51],"Сыр ""Российский"" ""О'кей"" в нарезке соответствует требованиям безопасности по проверенным физико-химическим и микробиологическим показателям. Антибиотики не выявлены.Фактов недостоверной маркировки не зафиксировано, однако придуманное название сыра ""Российский"", тождественное названию сыра ""Российского"" по ГОСТ 32260-2013, может ввести потребителя в заблуждение: образец не соответствует стандарту по активной кислотности (образец выпускается по ТУ, а не по данному стандарту).Сыр изготовлен по ТУ производителя, требования которых экспертам не известны.  ",https://roscontrol.com//product/sir-okey-rossiyskiy-50/
"Сыр ""Радость вкуса"" ""Львиное сердце"" 50%","[81, 78, 48, 37]",[61],"Сыр ""Радость вкуса"" ""Львиное сердце"" соответствует требованиям безопасности по проверенным физико-химическим и микробиологическим показателям.Фактов несоответствия маркировке не зафиксировано. Продукт выработан по СТО производителя. По всем проверенным показателям соответствует требованиям стандарта. Показатели пищевой ценности соответствуют заявленным. Состав соответствует указанному на этикетке.Образец соответствует наименованию ""сыр"". Не содержит незаявленных ингредиентов. Не содержит заменителей молочного жира. Без косервантов сорбиновой и бензойной кислот. Антибиотиков не обнаружено.Продукт имеет небольшие замечания к органолептичеким показателям: вкус и запах слабовыраженные сырные, с легким дрожжевым запахом. Малое содержание свободных аминокислот и сравнительно высокая активная кислотность может свидетельствовать о недозрелости сыра.Данный продукт уже проверялся Росконтролем в 2015 году — качественный товар. ",https://roscontrol.com//product/sir-lvinoe-serdtse-massova-dolya-gira-v-pereschete-na-suhoe-veshchestvo-50/
"Сыр Bonfesto ""Моцарелла""","[92, 60, 58, 70]",[70],"Сыр ""Моцарелла"" Bonfesto соответствует требованиям безопасности по исследованным показателям. Добавления раститетельных жиров, консервантов, стабилизаторов консистенции на основе крахмала не обнаружено. Безопасен по микробиологическим показателям.Соответствует заявленным в маркировке характеристикам с незначительными отклонениями (массовая доля жира на 0,7% меньше заявленной.Продукт изготовлен по ТУ производителя. Соответствует общепринятым представлениям о сыре ""моцарелла"". Имеются небольшие замечания к органолептическим показателям: вкус и запах очень слабо выраженные сырные, с легким кисловатым привкусом.",https://roscontrol.com//product/sir-bonfesto-motsarella/
"Сыр ""Ростагроэкспорт"" ""Российский, 50%","[72, 60, 28, 53]",[53],"Сыр ""Российский"" ""Ростагроэкспорт"" в нарезке соответствует требованиям безопасности по проверенным физико-химическим и микробиологическим показателям.По всем исследованным показателям образец соответствует заявленным в маркировке характеристикам.Сыр изготовлен по ТУ. Соответствует требованиям ГОСТа. По органолептическим характеристикам относится к первому сорту.Показатель активной кислотности в диапазоне, характерном для российского сыра по ГОСТу. Загустителей (крахмала) и консервантов (сорбиновой, бензойной кислот и их солей) не найдено. Имеются небольшие замечания к органолептическим показателям: на поверхности ломтиков — шероховатость (возможно следы от машинки для нарезания); консистенция слабо эластичная; вкус и запах слабо выраженные, с кисловатым и горьким привкусом. Содержание нитрата довольно высокое, по сравнению со средними значениями для проверенных образцов (в допустимых пределах).Товар имеет придуманное название ""Российский"", тождественное названию сыра ""Российского"" по ГОСТ 32260-2013, однако выпускается по ТУ изготовителя, а не по данному стандарту (и не соответствует ему), что может расцениваться как введение потребителя в заблуждение.",https://roscontrol.com//product/sir-rostagroeksport-rossiyskiy-50/
"Сыр ""Избенка"" Адыгейский","[80, 90, 48, 33]",[63],"Сыр ""Адыгейский"" мягкий торговой марки ""Избенка"" производится ООО ""ПКФ Росток"" в г. Юрьев-Польский Владимирской области.По результатам проведенной экспертизы (анализа жирно-кислотного состава) было выявлено, что данный продукт не содержит растительных жиров и соответствует всем  требованиям технических регламентов по качеству и безопасности.Массовая доля белка в образце 19,8±0,5 %, массовая доля жира в сухом веществе 43,6±0,7 %. Массовая доля влаги (сухих веществ) 58,5±0,2 %.Эксперты также определили, сколько соли содержит данный сыр. Фактический показатель составил 1,0±0,1 %.Вкус, запах, внешний вид и цвет данного сыра оценили участники потребительской дегустации. Образец получил высокие оценки группы.",https://roscontrol.com//product/sir-adigeyskiy-myagkiy/
"Сыр ""Карлов двор"" Гауда 45%","[75, 90, 50, 36]",[63],"Сыр ""Гауда"" торговой марки ""Карлов двор"", массовая доля жира в пересчете на сухое вещество 45%, производится ООО ""Ровеньки-маслосырзавод"" в поселке Ровеньки Белгородской области.По результатам проведенной экспертизы (анализа жирно-кислотного состава) было выявлено, что данный продукт не содержит растительных жиров и соответствует всем  требованиям технических регламентов по качеству и безопасности.Массовая доля белка в образце 25,4 ± 0,5 %,  массовая доля жира в сухом веществе 44,9 ± 0,7 % (соответствует заявленной). Массовая доля влаги (сухих веществ) 39,6 ± 0,2 %.Эксперты также определили, сколько соли содержит данный сыр. Фактический показатель составил 1,6 ± 0,1 %.Вкус, запах, внешний вид и цвет данного сыра оценили участники потребительской дегустации. Образец получил не самые высокие оценки группы.",https://roscontrol.com//product/sir-gauda-massovaya-dolya-gira-v-pereschete-na-suhoe-veshchestvo-45-2/
"Сыр ""Город Сыра"" Голландский 48%","[80, 90, 48, 30]",[62],"Сыр ""Голландский"" ""Город Сыра"", массовая доля жира в сухом веществе 48%, производится ООО ""Невские сыры"" в Санкт-Петербурге.По результатам проведенной экспертизы (анализа жирно-кислотного состава) было выявлено, что данный продукт не содержит растительных жиров и соответствует всем  требованиям технических регламентов по качеству и безопасности.Массовая доля белка в образце 25,2 ± 0,5 %, массовая доля жира в сухом веществе 48,1 ± 0,7 % (соответствует заявленной). Массовая доля влаги (сухих веществ) 39,0 ± 0,2.Эксперты также определили, сколько соли содержит данный сыр. Фактический показатель составил 1,5 ± 0,1 %.Вкус, запах, внешний вид и цвет данного сыра оценили участники потребительской дегустации. Образец получил довольно высокие оценки группы.",https://roscontrol.com//product/sir-gollandskiy-gorod-sira-v-narezke-massovaya-dolya-gira-v-suhom-veshchestve-48/
Сыр Laime Тильзитер 50%,"[95, 80, 48, 50]",[68],"Сыр Laime ""Тильзитер"", массовая доля жира в сухом веществе 50%, производится ООО ""ПиР-ПАК"" в Ленинском районе Московской области. Товар произведен по ТУ 9225-001-58733842.По результатам проведенной экспертизы (анализа жирно-кислотного состава) было выявлено, что данный продукт не содержит растительных жиров и соответствует всем  требованиям технических регламентов по качеству и безопасности.Массовая доля белка в образце 23,5 ± 0,5 %, массовая доля жира в сухом веществе 50,0 ± 0,7 % (соответствует заявленной). Массовая доля влаги (сухих веществ) 37,0 ± 0,2 %.Эксперты также определили, сколько соли содержит данный сыр. Фактический показатель составил 1,5 ± 0,1 %.Вкус, запах, внешний вид и цвет данного сыра оценили участники потребительской дегустации. Образец получил довольно высокие оценки группы.",https://roscontrol.com//product/sir-tilziter-lomtiki-massovaya-dolya-gira-v-suhom-veshchestve-50/
Сыр Arla Natura сливочный 45%,"[86, 70, 48, 51]",[64],"Сыр Arla Natura ""Сливочный"", с массовой долей жира в сухом веществе 45%, производится по ГОСТ Р 52686-2006 филиалом ОАО ""Молочный комбинат ""Воронежский"" ""Калачеевский сырзавод"" в Воронежской области по заказу ООО ""Арла Фудс"", Санкт-Петербург. ",https://roscontrol.com//product/arla-natura/
Сыр Epiim Эстонский 45%,"[60, 65, 50, 56]",[58],"Сыр марки Epiim производится в Эстонии. Был проверен на наличие опасных микробов и бактерий. Нарушений требований по этим показателям не выявлено.Также сыр прошел проверку на наличие антибиотиков и консервантов. Их в сыре нет.Данный образец соответсвует полутвердому сыру по ряду признаков: массовая доля влаги, массовая доля соли и массовая доля жира в сухом веществе. При этом все жиры молочного происхождения, растительный жир не обнаружен.При органолептической оценке получил самый высокий балл - 86 из 100. Поверхность сыра чистая, светло-желтая, однородная по всей массе, вкус и запах выраженный сырный, а значит, технология производства была соблюдена производителем.Массовая доля белка составляет 23,9%, что с учетом погрешности соответствует заявленному производителем количеству.Также в образце была определена массовая доля кальция - 523 мг/100г. Это не самый высокий показатель для твердого сыра. К тому же в организме усваивается не весь кальций, содержащийся в сыре. Используемый при производстве хлористый кальций усваивается хуже, чем натуральный ""молочный"" кальций.Образец имеет установленный изготовителем срок хранения 150 суток, что в 5 раз превышает рекомендуемый срок.",https://roscontrol.com//product/epiim-estonskiy/
"Сыр ""Савушкин продукт"" Голландский 45%","[50, 55, 46, 27]",[45],"Сыр ""Савушкин продукт"" производится в Республике Беларусь.Эксперты проверили микробиологические показатели данного образца (наличие в нем патогенных бактерий и микробов). Нарушений по этим показателям нет.Также экспертиза показала, что в данном сыре нет антибиотиков и консервантов - сорбиновой и бензойной кислоты.По показателям массовой доли жира, влаги и поваренной соли, а также по органолептическим показателям (внешний вид, вкус и запах) образец соответствует требованиям к Голландскому брусковому сыру. Поверхность чистая, цвет светло-желтый, однородный по всей массе, на разрезе единичные мелкие глазки угловатой формы, вкус и запах выраженный сырный, с легкой остротой.По идентификационным показателям (по массовой доле влаги и массовой доле влаги в обезжиренном веществе) сыр «Савушкин продукт» можно отнести как к полутвердому сыру, так и к твердому сыру.Производитель установил срок хранения 144 суток (почти 5 месяцев), что превышает рекомендуемый срок в 4,8 раза.Фактическое содержание белка в данном образце - 24,3%, что соответствует маркировке производителя.Массовая доля кальция в этом сыре - 379 мг/100г. Это наименьший показатель среди исследованных образцов.",https://roscontrol.com//product/savushkin-produkt-gollandskiy/
Сыр Mlekpol Российский 45%,"[50, 60, 51, 52]",[53],"Сыр марки Mlekpol производится в Польше.При проведении экспертизы определялось наличие патогенных бактерий и микробов, а также антибиотиков и консервантов. Нарушений по этим показателям не выявлено.Анализ жирнокислотного состава показал, что растительных жиров в данном сыре нет .По идентификационным показателям (массовой доли влаги и массовой доли влаги в обезжиренном веществе) сыр Mlekpol можно отнести как полутвердому, так и к твердому сыру.Также по массовой доле жира в сухом веществе он не соответствует Российскому сыру. Но так как данный продукт изготавливается по ТУ, данное расхождение не существенно.Органолептическая оценка показала, что сыр имеет светло-желтый однородный цвет, чистую поверхность с равномерно расположенными ""глазками"", выраженный сырный запах и вкус.Образец имеет установленный производителем срок хранения 120 суток, что превышает рекомендуемый срок хранения в 4 раза.При исследовании образца определена довольно высокая массовая доля белка - 27,5%.Также в образце была определена массовая доля кальция - 458 мг/ 100 г. Показатель достаточно низкий, особенно с учетом того, что в организме усваивается не весь кальций.",https://roscontrol.com//product/mlekpol-rossiyskiy/
"Сыр ""Красная цена"" Российский 50%","[50, 70, 45, 45]",[53],"Сыр Российский марки ""Красная цена"" изготавливается для торгового дома ""Перекресток"". Его стоимость ниже, чем у других образцов, этот сыр можно отнести к бюджетной категории продуктов.Эксперты проверили сыр на наличие растительного жира, а также антибиотиков и консервантов. Ничего из этого найдено не было. Опасных микробов и бактерий в данном образце тоже нет.При экспертизе также были определены такие показатели, как массовая доля жира, количество соли и влаги. Эксперты сделали вывод, что данный сыр соответствует сыру полутвердому, как и заявлено производителем.По органолептическим показателям (внешний вид, вкус и запах) данный образец не соответствует требованиям ГОСТа для сыра Российского. Вкус и запах недостаточно выраженный, а консистенция - с легкой мучнистостью. Однако так как данный продукт производится по ТУ изготовителя, это не является нарушением.Вкус сыра зависит от многих факторов: качества молока, соблюдения технологических режимов производства и созревания сыра, активности процесса протеолиза, в результате которого в сыре образуются вкусо-ароматические вещества. Вероятнее всего, в данном случае сыр был расфасован «молодым», т.е. не выдержанным до окончания срока созревания. Поверхность сыра чистая, цвет светло-желтый, однородный по всей массе. Результаты дегустации удовлетворительные, образец получил среднюю оценку - 68 из 100 баллов.Сыр имеет установленный изготовителем срок хранения 60 суток, что в 2 раза превышает рекомендуемый срок.Массовая доля белка - 22,8%, что находится в пределах нормы, но меньше, чем у других протестированных образцов.Содержит наибольшее количество кальция по сравнению с другими образцами: 789 мг/100 г. Но это не значит, что этот сыр полезней, так как при его производстве используется хлористый кальций, который усваивается не так хорошо, как кальций из молочных продуктов. ",https://roscontrol.com//product/krasnaya-tsena-rossiyskiy/
"Сыр ""Киприно"" Советский 50%","[65, 60, 44, 40]",[52],"Сыр Советский торговой марки ""Киприно"" был проверен на содержание бактерий, микробов, а также антибиотиков и консервантов. Никаких нарушений по этим показателям нет.Эксперты также определили, сделан ли сыр исключительно из молока или при производстве были добавлены растительные масла. Экспертиза показала, что растительных жиров в составе нет.Несмотря на то, что на этикетке сыр называется Советский, по массовой доле влаги, а также по цвету, вкусу, запаху и отсутствию дырочек он больше похож на сверхтвердый сыр. При этом по некоторым показателям (количество соли, массовая доля жира) он также соответсвует наименованию Советский. Так как этот сыр изготавливаетя не по ГОСТу, а по ТУ изготовителя, такие расхождения допустимы. Можно предположить, что сыр подсох на одном из этапов пути к потребителю (сыр продавался в нарезке).Образец имеет установленный изготовителем срок хранения 90 суток, что в 3 раза превышает рекомендуемый срок.Поверхность сыра чистая, цвет неравномерный, от желтого в поверхностном слое, до светло-желтого в основной массе. Запах и вкус сладковатый, слегка пряный, без посторонних привкусов. Участникам дегустации сыр не очень понравился, он набрал 58 баллов из 100.Массовая доля жира 50,4%. Белка в этом сыре - 26,8%. Содержания кальция 710 мг/100 г. Сыр - значимый источник кальция в рационе питания человека, и в сыре ""Киприно"" этого элемента довольно много. Но это не говорит о том, что этот сыр полезнее. При его производстве используется хлористый кальций, который усваивается организмом хуже, чем кальций из молочных продуктов.",https://roscontrol.com//product/kiprino-sovetskiy/
"Сыр ""Тысяча озер"" сливочный 50%","[70, 80, 6, 28]",[46],"Сыр марки ""Тысяча озер"" производится в Санкт-Петербурге под контролем финской компании. Самый дорогой из протестированных образцов.Сыр производится по ТУ изготовителя, но по физико-химическим показателям соответствует требованиям ГОСТа к полутвердым сырам.Образец был проверен на наличие опасных и патогенных микробов и бактерий. Нарушений по этим показателям не выявлено.Эксперты отметили расхождение фактической и заявленной производителем массовой доли белка и жира. Отклонения находятся в пределах нормы и нарушением не считаются. Содержание белка - 24%.Количество соли в сыре ""Тысяча озер"" - в пределах допустимой нормы.По результатам исследований образец получил самый высокий индекс натуральнсти.При дегустации образец набрал 74 балла из 100. Поверхность чистая, цвет бледно-желтый, ""глазки"" расположены неравномерно. Тесто эластичное, однородное. Вкус и запах выраженный сырный.Имеет срок годности 120 суток, что в 4 раза превышает рекомендуемый срок хранения.",https://roscontrol.com//product/tisyacha-ozer-slivochniy/
"Сыр ""Сваля"" 45%","[45, 55, 49, 44]",[48],"Сыр ""Сваля"" производится в Литве.Образец был проверен по микробиологическим показателям: содержание опасных и патогенных микробов и бактерий. Нарушений по этим показателям не обнаружено.Количество влаги, жира и соли находится в пределах нормы. Сыр можно отнести к категории полутвердый.Растительных жиров не обнаружено.У образца обнаружен неравномерный цвет с незначительной частью подсохшей поверхности. Это могло быть следствием неправильного хранения открытой упаковки. Сыр расфасован в магазине.Поверхность чистая, ""глазки"" расположены равномерно, тесто эластичное, слегка ломкое на изгибе. Вкус и запах выраженный сырный.В сыре ""Сваля"" определено самое высокое содержание белка среди протестированных образцов - 27,9%. Эксперты отметили незначительное несоответствие количества белка и жира заявленному производителем, которое, впрочем, не выходит за пределы допустимых значений.",https://roscontrol.com//product/svalya/
"Сыр ""Гиагинские сыры"" Адыгейский","[84, 75, 59, 68]",[72],"Сыр ""Гиагинские сыры"" Адыгейский соответствует требованиям безопасности по проверенным микробиологическим и физико-химическим показателям. Нитраты не выявлены. Консерванты не обнаружены.Не содержит немолочного жира. Поваренная соль, указанная в составе, не обнаружена. Крахмал не выявлен.Массовая доля жира в сухом веществе на 4% абс. (9% отн.) ниже, чем указано в наименовании (в маркировке).Образец имеет незначительные недостатки по органолептическим показателям: вкус и запах слабосырный, слегка кисловатый.В наименовании (в маркировке) указано содержание жира в сухом веществе — 40%, тогда как в стандарте на данный вид продукции указано — 45% (образец изготовлен по ТУ). Название сыра сходно до степени смешения с названием сыра, установленным межгосударственным стандартом, что может ввести потребителя в заблуждение относительно свойств продукции.",https://roscontrol.com//product/sir-giaginskie-siri-adigeyskiy/
Сыр Fine Life легкий,"[70, 50, 47, 41]",[52],"Сыр Fine Life легкий соответствует требованиям безопасности по проверенным микробиологическим и физико-химическим показателям.Введение потребителя в заблуждение относительно свойств продукции. Содержание жира в сухом веществе на 6% абс. (на 19%отн.) больше, а содержание жира в продукте на 32% отн. больше, чем указано в маркировке.Не содержит немолочного жира. Низкое содержание добавленного фосфата по сравнению со средними значениями для данного вида продукции. Низкая цена за 1 кг продукции по сравнению со средними значениями для данного вида продукции.Образец имеет существенные недостатки по органолептическим показателям: консистенция плотная, слабоэластичная, вкус умеренно выраженный сырный, цвет желтый.Определено содержание нитратов (21,7 мг/кг), в составе нитраты не указаны, но могут присутствовать в образце в качестве пищевой добавки.",https://roscontrol.com//product/sir-fine-life-legkiy/
Сыр Schonfeld Маасдам,"[62, 65, 38, 47]",[53],"Сыр Маасдам Schonfeld соответствует требованиям безопасности по проверенным микробиологическим и физико-химическим показателям.Выявлены нитраты, не указанные в составе. Недостоверная маркировка содержания жира в сухом веществе (меньше на 9%). Вероятно использование добавленных фосфатов, не указанных в составе.Сыр изготовлен по ТУ, требования которых экспертам не известны. По органолептическим показателям образец имеет небольшие замечания: консистенция слабо эластичная, тесто слегка ломкое на изгибе, рисунок в виде отдельных крупных круглых глазков, вкус с легкой мучнистостью. По физико-химическим показателям соответствует стандарту на данный вид продукции . Жирнокислотный образца соответствует молочному жиру.Высокое содержание свободных аминокислот — сыр зрелый.",https://roscontrol.com//product/sir-schonfeld-maasdam/
"Сыр ""Ровеньки"" Пошехонский","[73, 50, 25, 30]",[45],"Сыр ""Ровеньки"" Пошехонский соответствует требованиям безопасности по проверенным микробиологическим и физико-химическим показателям.Определено содержание нитратов (15,0 мг/кг), в составе нитраты не указаны, но могут присутствовать в образце в качестве пищевой добавки. Массовой доли жира в сухом веществе на 10%отн. меньше, чем указано в маркировке. Других фактов недостоверной маркировки невыявлено.Сыр изготовлен по ТУ, требования которых экспертам не известны. Не соответствует стандарту на аналогичный вид продукции по органолептическим показателям: консистенция слабо эластичная, слегка ломкая на изгибе, вкус и запах слабовыраженный сырный. Соответствует стандарту на аналогичный вид продукции по физико-химическим показателям. Жирнокислотный состав образца соответствует молочному жиру.Высокое содержание соли (и, соответственно, зольность) по сравнению со средними значениями для данного вида продукции. Высокая стоимость за кг. по сравнению со средними значениями для данного вида продукции.Не содержит немолочного жира. Низкое содержание добавленных фосфатов по сравнению со средними значениями для данного вида продукции.",https://roscontrol.com//product/sir-rovenki-poshehonskiy/
